,primary key,before,after
0,미켈란 호수가 관리단대표회의,석촌호수로 230(석촌동 158-5),
0,박성용,상도로47길 4,서울 동작구 상도로47길 4
0,방배디오빌,서초대로 17(방배동 866-20),
0,방배디오빌(2개),서초대로 17(방배동 866-20),
0,방사선융합연구센터,노원로 75 원자력의학원(공릉2동 215-4),
0,방주교회,방배동 425-2,서울 서초구 방배천로24길 8
0,배성네트웍스,양천로 476,서울 강서구 양천로 476
0,배일호,의사당대로 141(여의도동 45),
0,백상빌딩,신촌로 231(북아현동221-7),
0,백석대,서울특별시 서초구 (방배동 981-17),
0,백석대학교 믿음동,남부순환로 2221(방배동 490-1),
0,백석대학교(지하수),서울특별시 서초구 (방배동 1023-1),
0,백영성수센터,성수일로 56 (성수동2가),
0,벽산 디지털밸리6,가산디지털1로 219(가산동 481-4),
0,벽산미라지타워,"목동동로 385, (목동)",
0,벽산아파트6단지,"금하로 796(시흥동 1013-4 ,벽산아파트 )",
0,별정우체국연합회,마포대로 130 (공덕동),
0,보라매나산스위트(아스타IBS),보라매로5가길 24,서울 동작구 보라매로5가길 24
0,보문제2구역 주택재개발(보문2구역),보문로1가 60-2,
0,보미건설,상계6.7동 706-2,서울 노원구 상계로 32
0,보은종합건설㈜,수유동 45-2(공사장),
0,부라다리빙텔,자동차시장1길 73(용답동),
0,부영그린타운1,목동동로 393 (목동),
0,부영그린타운3,목6동 908-34,
0,북서울시립미술관,동일로 1238(중계2.3동 508),
0,북아현1-2구역조합,북아현로1길 50(북아현동174),
0,북한산코오롱하늘채아파트,우이천로 367,서울 도봉구 우이천로 367
0,브라다리빙텔,자동차시장1길 73 (용답동),
0,브라운스톤연희,연희로 82(연희동194-30),
0,블랙야크,바우뫼로 201(양재동 5-6),
0,블루스톤타워,연무장5길 9-16 (성수동2가),
0,비와이씨 하이시티,가산디지털1로 131(가산동 371-17),
0,사가정센트럴 아이파크,동일로92길 40(면목동),
0,사단법인 금융결제원 생활관,강남대로18길 15-16(양재동 243),
0,사단법인청권사,방배동 984-3,서울 서초구 효령로34길 4
0,사랑의교회,,서울 성북구 개운사길 83-15
0,사보이시티디엠씨관리단,월드컵북로54길 17,서울 마포구 월드컵북로54길 17
0,사운즈빌딩,대사관로 35,서울 용산구 대사관로 35
0,삼부르네상스플러스,시흥대로152길 11-43(독산동 953),
0,삼부토건,성산동,경남 창원시 성산구 공단로473번길 33
0,삼부프라자,한글비석로 242,서울 노원구 한글비석로 242
0,삼성SDS,월드컵북로60길 24,서울 마포구 월드컵북로60길 24
0,삼성SRA부동산투자신탁제4호,올림픽로35가길(신천동 7-13),
0,삼성금융캠퍼스,사임당로23길 27(서초동 1641-10),
0,삼성금융캠퍼스(2),서울특별시 서초구 사임당로23길 27(서초동 ),
0,삼성동센트럴아이파크,서울 강남구 삼성로 629,서울 강남구 삼성로 629
0,삼성물산(주),"서초대로74길 14, B동 (서초동 1321-20)",
0,삼성물산㈜,"서울특별시 서초구 서초대로74길 14, B동 (서초동)",
0,"삼성물산㈜, 헬리오시티","송파대로 345(가락동 479 ,가락시영아파트 ), 헬리오시티1~5권역",
0,삼성보라매옴니타워,보라매로5길 23,서울 동작구 보라매로5길 23
0,삼성생명,당산동4가 38-2,
0,삼성생명 일원동빌딩 신축공사(삼성중공업),일원로 121(일원본동 717),
0,삼성생명보험,서초대로74길 4(서초동 1321-15),
0,삼성생명보험주식회사,서울특별시 강남구 일원로 121(일원동 717),
0,삼성쉐르빌,무학로6길 50 (도선동)(3개동),
0,삼성쉐르빌1,"목동동로 189, (신정동)",서울 양천구 목동동로 189
0,삼성쉐르빌2,"목동동로 177, (신정동)",
0,삼성아파트1,백범로37길 12 (신공덕동),
0,삼성아파트2,만리재로 74 (신공덕동),
0,삼성엔지니어링㈜,상일로6길 26,서울 강동구 상일로6길 26
0,삼성전자,"서초대로74길 11, C동 (서초동 1320-10)",
0,삼성전자(주),우면동 262,
0,삼성전자㈜서울대연구소,봉천동 산4-1,서울 관악구 관악로 1
0,삼성홈플러스2173-8118,서울특별시 동대문구 천호대로 133(용두동 33-1),
0,삼성화재 번동사옥,도봉로 314(번동),
0,삼성화재 수유사옥,도봉로 314(번동),
0,삼성화재해상보험,서울특별시 영등포구 양평로 76(양평동4가 156-1),
0,삼원프라자,노해로 69길 17-9,
0,삼육대학교,공릉2동 26-21[삼육대 미래관],
0,삼익아파트1단지,"독산로50길 89(시흥동 5-13 ,삼익아파트 )",
0,삼일교회,원효로 89길 18-21,서울 용산구 원효로89길 18-21
0,삼진제약,마곡동 792,서울 강서구 마곡중앙10로 90
0,삼환프라자,도봉로 575,서울 도봉구 도봉로 575
0,삼희빌딩 독산변전소,시흥대로 429(독산1동 152-6),
0,상계역센트럴푸르지오아파트,수락산로 4길 17,
0,상도 두산 위브,상도동 529,
0,상도동 동원베네스트,상도동 528,서울 동작구 상도로34길 42
0,상도두산위브1차,상도로30길 39,서울 동작구 상도로30길 39
0,상도두산위브트레지움2차,상도로30길 40,서울 동작구 상도로30길 40
0,상도파크자이,장승배기로11가길 11,서울 동작구 장승배기로11가길 11
0,상암도시엔,월드컵로34길8,서울 마포구 월드컵로34길 8
0,상암두산위브 센티움,월드컵로36길 14 (성산동),
0,상암두산위브센티움,월드컵로36길 14 (성산동),
0,상암미르웰 한울림오피스텔,모래내로3길 11(성산동)지하5층,
0,상암미르웰한울림오피스텔,모래내로3길 11(성산동)지하5층,
0,상암이안아파텔2,월드컵로 204 (성산동),
0,상암푸르지오 오피스텔 신축공사,상암동 1596,서울 마포구 월드컵북로54길 25
0,상현교회,한글비석로 290,서울 노원구 한글비석로 290
0,새롬빌딩,서울특별시 강남구 (역삼동 683-36),
0,새마을금고복지회송파빌딩 -> 주식회사씨젠,오금로 81(방이동 22-3),
0,새한빌딩,굴레방로 11-1 (아현동),
0,생활지원센타(서초동),"서울특별시 서초구 서초중앙로 110(서초동, 생활지원센터)",
0,생활지원센터,,서울 성북구 개운사길 83-15
0,서강대국제학사건물,백범로 35 (신수동),
0,서교동 공유복합시설 개발사업 신축공사,서교동 460-25,서울 마포구 월드컵북로5길 41
0,서부티엔디,청파로20길 83외,
0,서부티엔디 승만호,청파로20길 83외,
0,서서울자동차산업,양천로53길 30,서울 강서구 양천로53길 30
0,서울과학관,한글비석로 160(하계1동 산11),
0,서울노보스 병원 신관,도봉로 755,서울 도봉구 도봉로 755
0,서울노보스병원,쌍문동 103-6,서울 도봉구 도봉로 445
0,서울대 교수아파트,관악로1(대학동),서울 관악구 관악로 1
0,서울대병원(외래암센터),"대학로 101(연건동 ,서울대학교병원 )",
0,서울대학교 (관정도서관),관악로1(대학동),서울 관악구 관악로 1
0,서울대학교 의과대학장,대학로 103(연건동),
0,서울대학교병원 의학연구혁신센터,대학로 71(연건동),
0,서울복합물류프로젝트금융투자(주),장지동 674,서울 송파구 송파대로 55
0,서울삼성아파트,마포대로 262 (아현동),
0,서울성모병원,반포대로 222(반포동 505),
0,서울성북미디어문화마루,길음로7길 20,서울 성북구 길음로7길 20
0,서울숲AK밸리지식산업센터,성수일로 99 (성수동1가),
0,서울숲A타워,상원1길 26 (성수1가2동),
0,서울숲ICT센터,성수일로10 (성수동1가),
0,서울숲ITCT센터,성수일로10 (성수동1가),
0,서울숲L타워,아차산로17 (성수1가2동),
0,서울숲M타워,뚝섬로1길 31 (성수동1가),
0,서울숲더？아파트 상가,왕십리로241 (행당동),
0,서울숲더샵주상복합아파트,왕십리로241 (행당동)(7개동),
0,서울숲에이원센터,상원12길 34 (성수동1가),
0,서울숲트리마제아파트(104동),왕십리로16 (성수1가1동),
0,서울숲포휴지식산업센터,왕십리로58 (성수1가동),
0,서울숲푸르지오,금호로15 (금호동4가)(22개동),
0,서울숲한라시그마밸리,성수이로 51(성수2가1동),
0,서울시 데이터센터,매봉산로 31,서울 마포구 매봉산로 31
0,서울시새활용플라자,자동차시장길49 (용답동),
0,서울시체육시설관리사업소,"올림픽로 25(잠실동 10 ,서울종합운동장 )",
0,서울아산병원(병원장),올림픽로43길 88(풍납동 388-1),
0,서울여자간호대학,간호대로 38(홍제동 287-89),
0,서울여자대학교 50주년 기념관,화랑로 621 서울여대(공릉2동 126),
0,서울역센트럴자이아파트,만리재로 175,서울 중구 만리재로 175
0,서울역한라비발디센트럴아파트,만리재로 177,서울 중구 만리재로 177
0,서울주택도시공사,거여동 61-4,
0,서울한방병원,법원로11길 32,서울 송파구 법원로11길 32
0,서진빌딩,삼학사로 42(석촌동 213-4),
0,서진빌딩(김원0),삼학사로 42(석촌동 213-4),
0,서초롯데캐슬메디치,서초중앙로 110(서초동 1656-4),
0,서초리슈빌S글로벌,양재대로2길 8(우면동 787),
0,서초무지개아파트주택재건축정비사업조합,서울 서초구 효령로74길 4 6층,
0,서초센트럴IPARK(지하수),"서울특별시 서초구 반포대로18길 36(서초동 1582-3 ,서초센트럴IPARK )",
0,서초아르누보씨티3관리단,서울특별시 서초구 서초대로 357(서초동 1680-1),
0,서초어반하이오피스텔,서초중앙로5길 10-7(서초동 1601-10),
0,서초오퓨런스빌딩,서초대로 254(서초동 1553-5),
0,서희스타힐스 오피스텔,가람길287 (용답동),
0,석암빌딩,퇴계로50길 32,서울 중구 퇴계로50길 32
0,석촌호수 효성해링턴타워,"석촌호수로 210(석촌동 24-3 ,석촌호수효성해링턴타워 )",
0,선유도코오롱운영위원회,서울 영등포구 양평로22길 21,서울 영등포구 양평로22길 21
0,섬광의료재단,봉은사로 156(역삼동 605),
0,성결교회강서교회,강서로 218,서울 강서구 강서로 218
0,성광의료재단,"서울특별시 강남구 (역삼동 605),지하",
0,성락교회,신도림로 56-24(신도림동),
0,성락교회 크리스천 리더센터,신도림로 51(신도림동),
0,성북구 재활용 집하장,한천로58길 293,서울 성북구 한천로58길 293
0,성북구청,보문로 168,서울 성북구 보문로 168
0,성북동 에스빌딩,성북로 68,대구 북구 성북로 68
0,성수 CF타워 신축공사,성수동2가 284-124,
0,성수e-BIZ센터,광나루로6길 35 (성수2가3동),
0,성수SKV1center Ⅱ,광나루로8길 31(성수동2가),
0,성수동 오피스 신축공사,연무장7길 15(성수동2가),
0,성수동SKV1센터1,성수동2가 280 (성수동2가),
0,성수생각공장데시앙플렉스,아차산로17길 49 (성수동2가),
0,성수역 현대테라스타워,연무장5가길 7 (성수동2가),
0,성수역SKV1센터,연무장5가길 25 (성수동2가),
0,성운빌딩,사평대로57길 51(반포동 735-26),
0,성원아파트,창4동 743-15 (마들로16길 56),
0,세계일보제작단 사옥(정희택),"서부샛길 534(가산동 550-15 ,(주)세계일보제작단 )",
0,세미콜론문래,문래로28길 25(문래동3가 55-18),
0,세방오피스텔,독막로 100 (상수동),
0,세아제강,한강대로15길 11(한강로3가 10-153),
0,세양청마루2차주상복합,"목동남로4길2,(신정7동 201-1)",
0,세양청마루아파트관리사무소,"목동남로2길 60-30, (신정동1306)",
0,세운푸르지오 헤리시티,인현동2가 151-1,
0,세움빌딩,마곡중앙6로 69,서울 강서구 마곡중앙6로 69
0,세정건설,신림동1644-3(청년주택 신축공사 현장),
0,세종앤까뮤스퀘어관리단협의회,서울 영등포구 양평로30길 14,서울 영등포구 양평로30길 14
0,세종투자개발㈜,충무로2가 61-1,서울 중구 퇴계로 147-9
0,센터포인트 명동 복합 건축물,남대문로2가 9-1,서울 중구 남대문로 84
0,센트럴시티,신반포로 176(반포동 19-3),
0,센트레빌335,신림동1433-6,
0,센트레빌335(동부건설),신림동1433-6,
0,센트로폴리스,우정국로 26,서울 종로구 우정국로 26
0,소금나루도서관,숭문길 72,서울 마포구 숭문길 72
0,소나무㈜,동호로38길 24(종로5가),
0,솔라티움씨티관리단,서울 서초구 강남대로53길 12,서울 서초구 강남대로53길 12
0,송파레미니스2단지관리사무소,동남로 341,서울 송파구 동남로 341
0,송파레미니스아파트,성내천로 6(오금동 616) 송파레미니스아파트,
0,송파아이파크,"법원로 55(문정동 624 ,송파 아이파크 )",
0,송파책박물관,송파대로 345(송파책박물관),
0,수유삼호 APT/프라자,도봉로 256(수유동),
0,수유역푸르지오시티,도봉로 290(미아동),
0,수유현대아파트,한천로 1131(수유동),
0,순영아파트,"가마산로 280(구로동, 구로2차순영웰라이빌)",
0,숭실대학교(정보과학관),사당로 50,서울 동작구 사당로 50
0,스카웃연맹,국회대로62길 14(여의도동 18-3),
0,스타시티영존,능동로 110,서울 광진구 능동로 110
0,스타피카소,양화로 176 (동교동),
0,스톤엘리시온 역삼,논현로 337(역삼동 790-9),
0,스페이스오피스텔,서강로 131 (노고산동),
0,승일타워2차,"신월로 164, (신월동)",
0,시그나타워,삼봉로 48,경기 평택시 삼봉로 48-18
0,시그니쳐타워,청계천로 100(수표동),
0,시립금천노인종합복지관,시흥대로51길 93-32(시흥동 558-1),
0,신길교회,영등포로67가길 9(신길동 63-3),
0,신길센트럴아이파크APT 입주자대표,서울특별시 영등포구 가마산로 426(신길동 347-50),
0,신당파인힐유보라아파트,왕십리로 407(신당동),
0,신도림1차푸르지오,경인로 661(신도림동),
0,신도림에스케이뷰,"경인로 638(신도림동,신도림에스케이뷰)",
0,신도림테크노마트,새말로 97(구로동),
0,신도림팰러티움,경인로 584(신도림동),
0,신동아 아파트,방학3동 272(방학로 193),
0,신동아아파트,한글비석로52길 54(상계5동 463),
0,신라교역 신사옥,고덕동 90-2,서울 강동구 고덕비즈밸리로6길 30
0,신라스테이,시흥대로 596,서울 동작구 시흥대로 596
0,신라스테이해링턴오피스텔,시흥대로 596,서울 동작구 시흥대로 596
0,신림경전철3공구 (서천건설 주식회사),신림동808-373 외 2개소 공사현장,
0,신림경전철3공구(삼호개발),봉천동985번지 외 5개소 공사현장,
0,신반포15재건축,반포동 12,
0,신반포자이아파트,"서울특별시 서초구 잠원로 60(잠원동 66 ,신반포자이아파트 )",
0,신세계인터네셔날,,서울 성북구 개운사길 83-15
0,신안타워,구로중앙로 68(구로동),
0,신영지웰아파트,무학봉길 76 (하왕십리동)2개동,
0,신원에벤에셀아파트,해등로 255,서울 도봉구 해등로 255
0,신원에벤에셀프라자,해등로 255,서울 도봉구 해등로 255
0,신이문금호어울림아파트입주자대표회의,"서울특별시 동대문구 신이문로 9(이문동 428 ,금호(A)어울림 )",
0,신창비바패밀리,천호대로 400 (용답동),
0,신촌숲아이파크,신수동 93-102,
0,신촌자이엘라,신촌로 149(대현동104-36),
0,신촌푸르지오2단지(북아현1-2),북아현로1길 50(북아현동174),
0,신한 L타워,삼일대로 358,서울 중구 삼일대로 358
0,신한은행명동금융센터,명동길 43(명동1가),
0,실로암 안과병원,등촌로 181,서울 강서구 등촌로 181
0,쌍문그린스테이트빌딩,시루봉로 2,서울 도봉구 시루봉로 2
0,쌍문동 청년주택,쌍문동 103-6,서울 도봉구 도봉로 445
0,쌩모리츠타운,쑥고개로100(봉천동 1574-1),
0,쎄덱,와우산로17길 18,서울 마포구 와우산로17길 18
0,씨에스타워,월드컵북로 137 (성산동),
0,씨엔에스유통주 미아셀프주유소,서울특별시 강북구 도봉로 200(미아동 197-14),
0,씨제이건설(주),남부순환로 2271(방배동 ),
0,씨제이나인파크 A동,"석촌동 24-11, 씨제이나인파크 A동",
0,씨제이나인파크 B동,"석촌동 24-14, 씨제이나인파크 B동",
0,씨티렉스(CT-LEX),시흥대로 399(독산동 291-5),
0,아람아이씨티타워,시흥대로 193 (시흥동 991-1),
0,아르누보서초지점,서초대로 357(서초동 1680-1),
0,아만티 호텔,서교동 447-1,서울 마포구 월드컵북로 31
0,아스테리움서울,"한강대로 372 동부센트레빌아스테리움서울 A,B,C동 관리실 (동자동 36-17 )",
0,아스테리움서울(KDB생명타워),한강대로372 (D동),
0,아쎈다스코리아5호,서울특별시 강남구 테헤란로44길 8(역삼동 706-19),
0,아워홈 마곡식품연구센터,마곡중앙10로 91,서울 강서구 마곡중앙10로 91
0,아이아이컴바인드 신사옥 신축공사,뚝섬로15길 1(성수동2가),
0,아이에스비즈타워,양평로21길 26(양평동5가 1-1),
0,아이티벤쳐타워,중대로 135,서울 송파구 중대로 135
0,아이피비엠씨(주),남부순환로218길 37(봉천동 867-12),
0,아일렉스홍대,동교동 160-4,서울 마포구 양화로 147
0,아주건설㈜,서울특별시 송파구 거여동 37,서울 송파구 오금로 513
0,아주관리,도봉로 358(번동 418-1),
0,아쿠아산소사우나,한천로 1131(수유동),
0,아크로 서울포레스트,왕십리로 83-21,서울 성동구 왕십리로 83-21
0,아크로리버뷰신반포 생활지원센터,"서울특별시 서초구 잠원로 117(잠원동 159 ,아크로리버뷰신반포 )",
0,아크로리버뷰신반포생활센터,"잠원로 117(잠원동 159 ,아크로리버뷰신반포 )",
0,아크로서울포레스트,왕십리로 83-21(성수동1가),
0,아크로펠리스,경인로20나길 36 (오류동),
0,아현 푸르지오 클라시티 신축공사,아현동 375-2,
0,아현변전소,아현동 275-5,
0,안당빌딩,다산로36길 101,서울 중구 다산로36길 101
0,알로프트 서울명동호텔,남대문로 56,서울 중구 남대문로 56
0,알음종합건설,상계63동 95-182,
0,양지대림2차 아파트,덕릉로 73길 28,서울 노원구 덕릉로73길 28
0,양지병원,남부순환로1640(신림동 10-207),
0,양지타워2,목동동로 73,서울 양천구 목동동로 73
0,양천메디칼센타(서남병원),신정이펜1로 20,서울 양천구 신정이펜1로 20
0,양화로 복합시설 신축공사,"동교동 162-4,15,16",
0,어바니엘 염창,목동 514-18,서울 양천구 공항대로 630
0,어바니엘 한강,노량진로 190,서울 동작구 노량진로 190
0,어울림 더 리버아파트 (금호어울림아파트),독서당로40길 37 (옥수동)(8개동),
0,업무시설 증축공사(현대건설㈜),영동대로 512(삼성동 167),
0,에그옐로우,남부순환로1820(봉천동 862-18),
0,에스메디칼㈜,고덕동 98-6,서울 강동구 고덕비즈밸리로4길 30
0,에스앤아이코퍼레이션,서울특별시 서초구 양재대로 246(염곡동 300-4),
0,에스원건설,신림동538-3(조인트 힐병원 신축현장),
0,에스제이에이뮤직,와우산로25길 6,서울 마포구 와우산로25길 6
0,에이스 가산포휴,가산디지털1로 225 (가산동 517-4),
0,에이스 성수타워 1차,광나루로8길 10 (성수2가3동),
0,에이스가산타워,디지털로 121(가산동 550-9),
0,에이스건설 주식회사,양천로 543,
0,에이스건설주식회사,양천로 543,
0,에이스비즈포레,가산디지털2로 173(가산동 459-23),
0,에이스빌딩 금한태,"서초대로41길 19(서초동 1720-2 ,지하1층관리실 )",
0,에이스하이엔드 성수타운,성수이로10길 14 (성수2가1동),
0,에이스하이엔드 성수타워,성수이로10길 14 (성수2가1동),
0,에이스하이엔드타워5,"가산디지털1로 226(가산동 505-18 ,에이스하이엔드5차 )",
0,에이스하이엔드타워7,가산디지털2로 67(가산동 345-33),
0,에이스하이엔드타워8,가산디지털1로 84(가산동 345-4),
0,에이스하이테크2차 입주자대표위원회,서울 영등포구 선유로13길 25,서울 영등포구 선유로13길 25
0,에이스하이테크시티3 입주자대표위원회,서울 영등포구 선유로 130,서울 영등포구 선유로 130
0,에이원타워,국회대로 559(당산동4가 38-1),
0,에이제이네트웍스(주),"정의로8길 9, 15층 (문정동 640-5 ,AJ빌딩(안상면) )",
0,에이치비지니스파크,"문정동 645-2 ,문정지식산업 쎈타7-2블럭 )",
0,에이치비지니스파크(현대건설㈜),법원로9길 26(문정동 645-2),
0,에코피아빌딩,도봉로 30(송중동),서울 강북구 도봉로10나길 17
0,에피소드신촌369,노고산동 57-50,서울 마포구 신촌로16길 29
0,엔에프컨소시엄㈜,성암산로 34,
0,엔티산업주식회사 대표이사 지우종,서울 서초구 효령로 292,서울 서초구 효령로 292
0,엘루체백화점관리단,신반포로 23(반포동 1141),
0,엘루크 방배 서리풀 신축공사,방배동 911-22,
0,엘씨타워(LC TOWER),양화로 186,서울 마포구 양화로 186
0,엘지씨앤에스,월드컵북로 424 (상암동),
0,엘지유플러스 시흥고객센터,금하로 597(시흥동 998),
0,엘지유플러스 용산사옥,한강대로32,서울 용산구 한강대로 32
0,엘지전자(주),"가산동 327-23,가산디지털1로 51 (가산동)",
0,엘지펠리스빌딩,홍익로6길 57 (동교동),
0,엘크루 메트로시티,충무로 13(충무로3가),
0,엘크루발산,강서로56길 44,서울 강서구 강서로56길 44
0,엘티삼보㈜,옥수동168-5 (옥수동),
0,여의도1차경동미르웰,서울 영등포구 버드나루로7길 3,서울 영등포구 버드나루로7길 3
0,여의도리슈빌관리사무소,서울 영등포구 신길로 287,서울 영등포구 신길로 287
0,여의도순복음교회,마천로 17(방이동 209-1),
0,여의도에스트레뉴빌딩관리단,국제금융로2길 37(여의도동 26),
0,역삼 자이아파트,역삼동 711-1번지,서울 강남구 언주로 408
0,역삼 푸르지오시티,논현로85길 52(역삼동 735-17),
0,역삼오피스빌딩 신축공사(CJ건설㈜),역삼동 706-19번지,서울 강남구 테헤란로44길 8
0,역삼자이상가대표회의,서울특별시 강남구 언주로 420(역삼동 711-1),
0,연세대학,"신촌동 134 ,연세대",서울 서대문구 연세로 50
0,연세방병원,동일로 989 (공릉1동 680-10),
0,연세의료원(바이오메디칼센타),대신동 52,대구 중구 달성로 85
0,연세의료원(오폐수처리장),"연세로 50(신촌동 134 ,연세의료원(오폐수처리장) )",
0,연지스퀘어센터,초안산로 12 인덕대학교(월계2동 648),
0,염광아름빌 아파트,덕릉로79길 23 (중계4동 445),
0,영동농협내곡지점,서울 서초구 헌릉로 176 2층,
0,영동농협하나로마트내곡점,서울 서초구 헌릉로 176,서울 서초구 헌릉로 176
0,영등포구청 청소과,서울특별시 영등포구 영중로 119(영등포동8가 35-1),
0,영등포구청 푸른도시과,서울특별시 영등포구 영중로 119(영등포동8가 35-1),
0,영등포구청역(2호선),당산로27길 12(당산동3가 385),
0,예사랑교회,장승배기로10가길 124,서울 동작구 장승배기로10가길 124
0,예수사랑교회,노원로6(공릉2동 112-4),
0,예원교회,화곡로63길 55,
0,오르세오피스텔,자동차시장1길 94-15 (용답동),
0,오피시아관리사무소,새문안로 92(신문로1가),
0,올리브모텔,디지털로32길 97-31(구로동),
0,와우패션클럽,노해로 507,서울 노원구 노해로 507
0,와이즈플레이스,가마산로 268,서울 구로구 가마산로 268
0,왕십리교회,난계로 160(상왕십리동),
0,요진건설산업㈜,"신림동240-1,3,4, 1521-1,2청년주택 신축",
0,요진건설㈜,"관악구 신림동240-1,3,4, 1521-1,2",
0,용답동 오피스텔 신축공사,가람길 267(용답동),
0,용산KCC스위첸입주자대표회의,백범로 275,서울 용산구 백범로 275
0,용산kcc웰츠타워,백범로90길 90,서울 용산구 백범로90길 90
0,용산씨제이나인파크,백범로90다길 12 (문배동),
0,용산씨티파크2단지,서빙고로 31 (한강로3가),
0,용산역 전면3구역(삼성물산)(래미안용산),한강로2가 335번지 일대,
0,용산토투밸리,새창로 217 6층 (한강로2가 2-37 ) 토투밸리빌딩관리,
0,용산트레이드센터,"용산구 한강대로 42(한강로3가 ,용산트레이드센터 )",
0,용산푸르지오써밋,한강로2가 391번지 일대,
0,우남아파트,화랑로 355(월계3동 930),
0,우리W타워,아차산로15길 19 (성수동2가),
0,우리금융상암센타,월드컵북로60길 17 (상암동),
0,우리기술,월드컵북로56길 9 (상암동),
0,우리은행본점,소공로 51,서울 중구 소공로 51
0,우리큐브,연무장11길 10(성수동2가),
0,우린문화재단,연무장7길 11 (성수동2가),
0,우림 라이온스밸리,가산디지털1로 168(가산동 371-28),
0,우림라이온스밸리2차,가산디지털1로 2(가산동 680)),
0,우림필유(아),이촌로29길 21-7 (한강로3가 91 ) 우림필유,
0,우면목욕탕,바우뫼로7길 8(우면동 66-2),
0,우신운수,"과천대로 796(방배동 2922 ,우신운수 )",
0,우은빌딩,공릉동 441-92,서울 노원구 동일로192길 74
0,우일타운,다산로 274(흥인동),
0,우화빌딩,동일로190길 65 (공릉1동392-21),
0,운현궁 SK허브 운영위원회,삼일대로 461(경운동),
0,웅진타워 임재관,서울 서초구 반포대로 30길 81 웅진타워 16F,
0,원서동 교육연구시설,원서동 106-1,서울 종로구 창덕궁길 73
0,월계 2차 한일아파트,석계로 13길 6-10,서울 노원구 석계로13길 6-10
0,월계문화체육센터,월계로 296-17(월계1동 569-1),
0,월계센트럴아이파크 아파트,초안산로2라길 26,서울 노원구 초안산로2라길 26
0,월드컵참누리 아파트,월드컵북로38길 53 (중동),
0,월드컵참누리아파트,월드컵북로38길 53 (중동),
0,위너스오피스텔,백제고분로 63,서울 송파구 백제고분로 63
0,위례2차아이파크 아파트,"위례광장로 230(장지동 884, 위례지구C1-2블록)",
0,위례아이파크2차 아파트,"위례광장로 230(장지동 884, 위례지구C1-2블록 ,위례아이파크2차 아파트 )",
0,위례중앙푸르지오2단지 아파트,위례광장로 290(장지동 896 ),
0,위례포례18단지,거여동 648,서울 송파구 위례북로4길 12
0,유경데파트,한글비석로 232,서울 노원구 한글비석로 232
0,유정빌딩(허재0),백제고분로 503,서울 송파구 백제고분로 503
0,유진앤컴퍼니,가마산로48길 16(대림동 673),
0,육군사관학교,화랑로 574(공릉2동 230-30),
0,육군사관학교2,화랑로 574(공릉2동 230-30),
0,은성산업㈜,올림픽로34길 5-17,
0,은평뉴타운엘크루아파트,진관3로 21(진관동 65),
0,은평성모병원,통일로 1021,서울 은평구 통일로 1021
